index,answer,correct_answer,score,correct
3927,Kevin Bacon,Kevin Bacon,1,TRUE
3930,Mira Sorvino,Mira Sorvino,1,TRUE
3933,Ed Burns,Ed Burns,1,TRUE
3936,Samuel Jackson,Samuel L. Jackson,0.965,TRUE
3939,Sarah Jesica Parker,Mary-Louise Parker,0.683,FALSE
3942,Michelle Pfeiffer,Michelle Pfeiffer,1,TRUE
3945,Kurt Russel,Kurt Russell,0.998,TRUE
3948,Antonio Banderias,Antonio Banderas,0.997,TRUE
3951,Laura Dern,Laura Dern,1,TRUE
3954,Peter Sarsguard,Peter Sarsgaard,0.988,TRUE
3957,Russel Crowe,Russell Crowe,0.986,TRUE
3960,Adam Sandler,Adam Sandler,1,TRUE
3963,Marion Cottilard,Marion Cotillard,0.984,TRUE
3966,Michael J. Foxx,Michael J. Fox,0.999,TRUE
3969,Dennis Leary,Denis Leary,0.979,TRUE
3972,Blythe Danner,Blythe Danner,1,TRUE
3975,Lindsay Lohan,Lindsay Lohan,1,TRUE
3978,Sam Shepard,Sam Shepard,1,TRUE
3981,Jude Law,Jude Law,1,TRUE
3984,Jerry Lewis,Jerry Lewis,1,TRUE
3987,Forest Whitiker,Forest Whitaker,0.988,TRUE
3990,Alec baldwin,Alec Baldwin,1,TRUE
3993,James Mcavoy,James McAvoy,1,TRUE
3996,Jamie Lee Curtis,Jamie Lee Curtis,1,TRUE
3999,Sarah Jessica Parker,Sarah Jessica Parker,1,TRUE
4002,Ben Stiller,Ben Stiller,1,TRUE
4005,Jack Nicholsen,Jack Nicholson,0.993,TRUE
4008,Colin Farrell,Colin Farrell,1,TRUE
4011,,Will Ferrell,0,FALSE
4013,Billy crystal ,Billy Crystal,1,TRUE
4016,Rachel macadams,Rachel McAdams,0.909,TRUE
4019,Alan Alda ,Alan Alda,1,TRUE
4025,Jon voight,Jon Voight,1,TRUE
4028,Bill Cosby ,Bill Cosby,1,TRUE
4031,,Kelly MacDonald,0,FALSE
4034,Jennifer Jason Leigh ,Jennifer Jason Leigh,1,TRUE
4037,Steve Martin ,Steve Martin,1,TRUE
4040,Elijah wood ,Elijah Wood,1,TRUE
4042,Chris Rock,Chris Rock,1,TRUE
4047,Robert Downey Jr,Robert Downey Jr.,0.999,TRUE
4055,Harrison Ford ,Harrison Ford,1,TRUE
4058,Martin sheen ,Martin Sheen,1,TRUE
4061,Anette Benning ,Annette Bening,0.919,TRUE
4064,Tracy Ullman ,Tracey Ullman,0.964,TRUE
4067,Gene Hackman ,Gene Hackman,1,TRUE
4070,Peter cayote,Peter Coyote,0.928,TRUE
4073,Danny glover ,Danny Glover,1,TRUE
4076,Hugh Grant ,Hugh Grant,1,TRUE
4080,Amy Adams ,Amy Adams,1,TRUE
4099,Barbara Hershey,Barbara Hershey,1,TRUE
4122,Paul Rudd ,Paul Rudd,1,TRUE
4124,Glenn close,Glenn Close,1,TRUE
4126,Rene Russo,Rene Russo,1,TRUE
4128,Naomi Watts ,Naomi Watts,1,TRUE
4130,Sigourney weaver,Sigourney Weaver,1,TRUE
4140,Liv Tyler ,Liv Tyler,1,TRUE
4142,Paul rudd,Paul Rudd,1,TRUE
4144,Al Pacino ,Al Pacino,1,TRUE
4146,Josh Brolin ,Josh Brolin,1,TRUE
4148,Seth Rogan ,Seth Rogen,0.974,TRUE
3919,Larua Linney,Laura Linney,0.977,TRUE
3922,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
3925,Robin Williams,Robin Williams,1,TRUE
3928,Toni Colette,Toni Collette,0.99,TRUE
3931,Reese Witherspoon,Reese Witherspoon,1,TRUE
3934,Kevin Costner,Kevin Costner,1,TRUE
3937,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
3940,Martin Sheen,Martin Sheen,1,TRUE
3943,Jane Fonda,Jane Fonda,1,TRUE
3946,John Voight,Jon Voight,0.975,TRUE
3949,Clive Owen,Clive Owen,1,TRUE
3952,Jeremy Irons,Jeremy Irons,1,TRUE
3955,Don Cheadle,Don Cheadle,1,TRUE
3958,Meg Ryan,Meg Ryan,1,TRUE
3961,Oliver Platt,Oliver Platt,1,TRUE
3964,Paul Giamatti,Paul Giamatti,1,TRUE
3967,Gary Sinease,Gary Sinise,0.96,TRUE
3970,Brad Pitt,Brad Pitt,1,TRUE
3973,Richard Gere,Richard Gere,1,TRUE
3976,Brooke Shileds,Brooke Shields,0.993,TRUE
3979,Steve Buschemi,Steve Buscemi,0.993,TRUE
3982,Jill Clayburg,Jill Clayburgh,0.998,TRUE
3985,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
3988,Nick Nolte,Nick Nolte,1,TRUE
3991,Rickeh Gervais,Ricky Gervais,0.928,TRUE
3994,Jesica Chastain,Jessica Chastain,0.911,TRUE
3997,Billy Crystal,Billy Crystal,1,TRUE
4000,Mike Myers,Mike Myers,1,TRUE
4003,Jake Gylenhaal,Jake Gyllenhaal,0.967,TRUE
4006,Ewan McGreggor,Ewan McGregor,0.995,TRUE
4009,Penelope Cruz,Penelope Cruz,1,TRUE
4012,Emily Blunt,Emily Blunt,1,TRUE
4014,Alan arkin,Alan Arkin,1,TRUE
4017,Andy Garcia ,Andy Garcia,1,TRUE
4020,Elliot Gould ,Elliott Gould,0.972,TRUE
4023,George Lopez ,George Lopez,1,TRUE
4026,Jeff bridges ,Jeff Bridges,1,TRUE
4029,Christopher Walken ,Christopher Walken,1,TRUE
4032,Judy Dench ,Judi Dench,0.932,TRUE
4035,Steven sigal,Steven Seagal,0.923,TRUE
4038,Paul Giamatti ,Paul Giamatti,1,TRUE
4041,Burt Reynolds,Burt Reynolds,1,TRUE
4043,Laura linney,Laura Linney,1,TRUE
4049,Guy peirce ,Guy Pearce,0.9,TRUE
4051,Patricia Arquette ,Patricia Arquette,1,TRUE
4052,Jack black ,Jack Black,1,TRUE
4053,Halle berrie ,Halle Berry,0.912,TRUE
4056,John c Reilly ,John C. Reilly,0.939,TRUE
4059,Macaulay calkin ,Macaulay Culkin,0.953,TRUE
4062,Anna Paquin ,Anna Paquin,1,TRUE
4065,Elizabeth Shue ,Elisabeth Shue,0.945,TRUE
4068,Mira sorvino ,Mira Sorvino,1,TRUE
4071,Emma watson,Emma Watson,1,TRUE
4074,George Clooney ,George Clooney,1,TRUE
4077,Eddie Murphy ,Eddie Murphy,1,TRUE
4078,Dennis hopper ,Dennis Hopper,1,TRUE
4081,Kevin James,Kevin James,1,TRUE
4082,Bill Murray ,Bill Murray,1,TRUE
4083,Cameron Diaz ,Cameron Diaz,1,TRUE
4084,Rob Lowe ,Rob Lowe,1,TRUE
4085,Peter gallagher,Peter Gallagher,1,TRUE
4086,Winona Ryder,Winona Ryder,1,TRUE
4087,Sean penn,Sean Penn,1,TRUE
4088,Kevin costner,Kevin Costner,1,TRUE
4089,Malcolm Mcdowel,Malcolm McDowell,0.976,TRUE
4090,John cusack,John Cusack,1,TRUE
4091,John Malkovich ,John Malkovich,1,TRUE
4092,Robert Downey jr. ,Robert Downey Jr.,1,TRUE
4093,Christian slater,Christian Slater,1,TRUE
4094,Jack black,Jack Black,1,TRUE
4095,Holly hunters ,Holly Hunter,0.943,TRUE
4096,William hurt ,William Hurt,1,TRUE
4097,Cathy bates,Kathy Bates,0.879,TRUE
4100,Dennis Miller ,Dennis Miller,1,TRUE
4101,Rosanna arquette,Rosanna Arquette,1,TRUE
4102,Robert ducal,Robert Duvall,0.939,TRUE
4103,Jennifer connely ,Jennifer Connelly,0.963,TRUE
4105,Ben afleck ,Ben Affleck,0.923,TRUE
4107,Benecio del toro,Benicio Del Toro,0.857,TRUE
4109,Jimmy smits,Jimmy Smits,1,TRUE
4111,Catherin keener ,Catherine Keener,0.935,TRUE
4113,Joaquin Phoenix ,Joaquin Phoenix,1,TRUE
4115,Geoffrey rush,Geoffrey Rush,1,TRUE
4117,Mackauly calkin ,Macaulay Culkin,0.892,TRUE
4119,Eva mendes ,Eva Mendes,1,TRUE
4121,,Mary-Louise Parker,0,FALSE
4132,Sean penn,Sean Penn,1,TRUE
4134,Jeremy renner,Jeremy Renner,1,TRUE
4136,Woody Allen ,Woody Allen,1,TRUE
4138,Mickey Rourke ,Mickey Rourke,1,TRUE
4104,Steven degas,Steven Seagal,0.923,TRUE
4106,Julia roberts ,Julia Roberts,1,TRUE
4108,Tulsa swinton,Tilda Swinton,0.858,TRUE
4110,Michelle phiffer ,Michelle Pfeiffer,0.922,TRUE
4112,Kevin spacey,Kevin Spacey,1,TRUE
4114,,Jonah Hill,0,FALSE
4116,Peter o’toole,Peter O'toole,0.898,TRUE
4118,Billy crystal,Billy Crystal,1,TRUE
4120,Donald sutherland,Donald Sutherland,1,TRUE
4131,Cameron diaz,Cameron Diaz,1,TRUE
4133,Jeff goldblum ,Jeff Goldblum,1,TRUE
4135,Kiefer Sutherland ,Kiefer Sutherland,1,TRUE
4137,Ed Harris ,Ed Harris,1,TRUE
4149,Ryan gossling,Ryan Gosling,0.951,TRUE
4150,Elendig DeGeneres ,Ellen Degeneres,0.872,TRUE
4151,Jessica Chastain ,Jessica Chastain,1,TRUE
4152,Mary steinburgen ,Mary Steenburgen,0.879,TRUE
4153,Andie MacDowell ,Andie MacDowell,1,TRUE
4154,Laura dern ,Laura Dern,1,TRUE
4155,Ben stiller ,Ben Stiller,1,TRUE
4156,Bradley Cooper ,Bradley Cooper,1,TRUE
4157,Chevy chase,Chevy Chase,1,TRUE
4158,James woods ,James Woods,1,TRUE
4159,Leonardo de caprio ,Leonardo DiCaprio,0.898,TRUE
4160,Juliette binoche ,Juliette Binoche,1,TRUE
4161,Bill Murray ,Bill Murray,1,TRUE
4162,Cathrine Turner ,Kathleen Turner,0.794,FALSE
4163,David Dukovney,David Duchovny,0.959,TRUE
4164,Kyle McGlaughlan,Kyle MacLachlan,0.889,TRUE
4165,Zack Galafanakis,Zach Galifianakis,0.898,TRUE
4166,Nick Nolte,Nick Nolte,1,TRUE
4167,Demi Moore,Demi Moore,1,TRUE
4168,Javier Bardem,Javier Bardem,1,TRUE
4169,Jennifer Jason Lee,Jennifer Jason Leigh,0.99,TRUE
4170,Rene Zelwegger,Renee Zellweger,0.875,TRUE
4171,Mary Steinbergen,Mary Steenburgen,0.968,TRUE
4172,Bill Cosbby,Bill Cosby,0.994,TRUE
4173,Minnie Driver,Minnie Driver,1,TRUE
4174,Jason Lopez,George Lopez,0.645,FALSE
4175,Collin Farrel,Colin Farrell,0.961,TRUE
4176,Daniel Craig,Daniel Craig,1,TRUE
4177,Charlise Theron,Charlize Theron,0.973,TRUE
4178,Merly Streep,Meryl Streep,0.979,TRUE
4179,Jeff Goldblum,Jeff Goldblum,1,TRUE
4180,Forest Witaker,Forest Whitaker,0.99,TRUE
4181,,Albert Finney,0,FALSE
4182,Liv Tyler,Liv Tyler,1,TRUE
4183,Jamie Bell,Jamie Bell,1,TRUE
4184,Helen MIrren,Helen Mirren,1,TRUE
4185,Danny Devito,Danny DeVito,1,TRUE
4186,Mickey Rhourke,Mickey Rourke,0.99,TRUE
4187,Ellen Degeneris,Ellen Degeneres,0.994,TRUE
4188,Orlando Bloom,Orlando Bloom,1,TRUE
4189,,Cate Blanchett,0,FALSE
4190,Alfred Molina,Alfred Molina,1,TRUE
4191,Keifer Sutherland,Kiefer Sutherland,0.982,TRUE
4192,Antonio Banderas,Antonio Banderas,1,TRUE
4193,David Schwimmer,David Schwimmer,1,TRUE
4194,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
4195,Kim Bassinger,Kim Basinger,0.988,TRUE
4196,Amy Adams,Amy Adams,1,TRUE
4197,Sam Worthington,Sam Worthington,1,TRUE
4198,Drew Barrymore,Drew Barrymore,1,TRUE
4199,Edward Norton,Edward Norton,1,TRUE
4200,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
4201,Jon Voight,Jon Voight,1,TRUE
4202,Jennifer Lawrence,Jennifer Lawrence,1,TRUE
4203,Paul Giamatti,Paul Giamatti,1,TRUE
4204,Michael Douglas,Michael Douglas,1,TRUE
4205,Elliot Gould,Elliott Gould,0.986,TRUE
4206,Cate Winslet,Kate Winslet,0.944,TRUE
4207,Julianne Moore,Julianne Moore,1,TRUE
4208,Alan Arkinb,Alan Arkin,0.997,TRUE
4209,Scarlet Johanson,Scarlett Johansson,0.977,TRUE
4210,Goldie Hawn,Goldie Hawn,1,TRUE
4211,Vanessa Redgrave,Vanessa Redgrave,1,TRUE
4237,Robert Duval,Robert Duvall,0.998,TRUE
4239,Jill Clayburg,Jill Clayburgh,0.998,TRUE
4241,Alec Baldwin,Alec Baldwin,1,TRUE
4243,Denzel Washington,Denzel Washington,1,TRUE
4245,Christian bale,Christian Slater,0.958,TRUE
4247,Eddie Murphy,Eddie Murphy,1,TRUE
4249,Sam Worthington,Sam Worthington,1,TRUE
4251,Rene Zellweger,Renee Zellweger,0.914,TRUE
4253,Stanley TUcci,Stanley Tucci,1,TRUE
4255,Michael J. Fox,Michael J. Fox,1,TRUE
4257,Vince Vaughn,Vince Vaughn,1,TRUE
4259,Brian COx,Ian Holm,0.569,FALSE
4352,Helen hunt ,Helen Hunt,1,TRUE
4354,Bill Pullman ,Bill Pullman,1,TRUE
4356,Mira sorvino ,Mira Sorvino,1,TRUE
4358,Joan Cusack ,Joan Cusack,1,TRUE
4360,Roger Moore ,Roger Moore,1,TRUE
4362,Burt Reynolds ,Burt Reynolds,1,TRUE
4363,Steve Buscemi,Steve Buscemi,1,TRUE
4365,Rosanna Arquette,Rosanna Arquette,1,TRUE
4367,Reese Witherspoon,Reese Witherspoon,1,TRUE
4369,Tracy Ullman,Tracey Ullman,0.982,TRUE
4371,Francis Mcdormand,Frances McDormand,0.898,TRUE
4373,,Tim Blake Nelson,0,FALSE
4375,Anna Paquin,Anna Paquin,1,TRUE
4377,Julia Roberts,Julia Roberts,1,TRUE
4379,Drew Barrimore,Drew Barrymore,0.983,TRUE
4381,Glenn Close,Glenn Close,1,TRUE
4383,Bill Cosby,Bill Cosby,1,TRUE
4385,Paul Giamatti,Paul Giamatti,1,TRUE
4387,Peter Ghallagher,Peter Gallagher,0.963,TRUE
4389,Stanley Tucci,Stanley Tucci,1,TRUE
4391,Mira Sorvino,Mira Sorvino,1,TRUE
4393,Rob Schnider,Rob Schneider,0.979,TRUE
4395,Ian Holm,Ian Holm,1,TRUE
4397,Debra Winger,Debra Winger,1,TRUE
4399,Christian Bale,Christian Bale,1,TRUE
4401,Robin Williams,Robin Williams,1,TRUE
4403,David Ducovny,David Duchovny,0.991,TRUE
4405,Michael Fasbender,Michael Fassbender,0.993,TRUE
4212,Issabella Rosselini,Isabella Rossellini,0.969,TRUE
4213,Forest Wittaker,Forest Whitaker,0.979,TRUE
4214,Lucy Liu,Lucy Liu,1,TRUE
4215,Anthony Quinn,Anthony Quinn,1,TRUE
4216,Antonio Banderous,Antonio Banderas,0.989,TRUE
4217,Jeff Bridges,Jeff Bridges,1,TRUE
4218,Andie Mcdowel,Andie MacDowell,0.951,TRUE
4219,Kate Winslett,Kate Winslet,0.998,TRUE
4220,Alan Rickman,Alan Rickman,1,TRUE
4221,Ben Stiller,Ben Stiller,1,TRUE
4222,Jennifer Aniston,Jennifer Aniston,1,TRUE
4223,Chris Cooper,Chris Cooper,1,TRUE
4224,Frank Langella,Frank Langella,1,TRUE
4225,Lindsay lohan,Lindsay Lohan,1,TRUE
4226,Harrison Ford,Harrison Ford,1,TRUE
4227,Jeremy Renner,Jeremy Renner,1,TRUE
4228,Jeff Goldblum,Jeff Goldblum,1,TRUE
4229,James Macevoy,James McAvoy,0.964,TRUE
4230,Rene Russo,Rene Russo,1,TRUE
4231,Christopher Plummer,Christopher Plummer,1,TRUE
4232,Isabella Rosselini,Isabella Rossellini,0.996,TRUE
4233,Kevin Spacey,Kevin Spacey,1,TRUE
4234,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
4235,Liam Neeson,Liam Neeson,1,TRUE
4236,,Jonah Hill,0,FALSE
4238,Ellen Page ,Ellen Page,1,TRUE
4240,Antony Hopkins,Anthony Hopkins,0.982,TRUE
4242,Jeremy Irons,Jeremy Irons,1,TRUE
4244,TOmmy Lee Jones,Tommy Lee Jones,1,TRUE
4246,Debora Winger,Debra Winger,0.98,TRUE
4248,Ethan Hawks,Ethan Hawke,0.994,TRUE
4250,Jim Carrey,Jim Carrey,1,TRUE
4252,John C. Reilly,John C. Reilly,1,TRUE
4254,Angelina Jolie,Angelina Jolie,1,TRUE
4256,Roy Schnider,Roy Scheider,0.964,TRUE
4258,Jon VOight,Jon Voight,1,TRUE
4260,Tim Robbins,Tim Robbins,1,TRUE
4261,Meryl Streep,Meryl Streep,1,TRUE
4262,Timothy Dalton,Timothy Dalton,1,TRUE
4263,Kate HUdson,Kate Hudson,1,TRUE
4264,Mark Ruffalo,Mark Ruffalo,1,TRUE
4265,Dustin Hoffman,Dustin Hoffman,1,TRUE
4266,Michael Keaton,Michael Keaton,1,TRUE
4267,Bradley Cooper,Bradley Cooper,1,TRUE
4268,Naomi Watts,Naomi Watts,1,TRUE
4269,Clink Eastwood,Clint Eastwood,0.929,TRUE
4270,Natalie Portman,Natalie Portman,1,TRUE
4271,Drew Barrymore,Drew Barrymore,1,TRUE
4272,,Joe Pesci,0,FALSE
4273,Sarah Jessica Parker,Sarah Jessica Parker,1,TRUE
4274,Malcolm McDowell,Malcolm McDowell,1,TRUE
4275,Ben Affleck,Ben Affleck,1,TRUE
4276,Emily Watson,Emma Watson,0.849,FALSE
4277,Jeff Daniels,Jeff Daniels,1,TRUE
4278,Sidney Poitier,Sidney Poitier,1,TRUE
4279,John Hawkes,John Hawkes,1,TRUE
4280,Hugh Grant,Hugh Grant,1,TRUE
4281,Gary Oldman,Gary Oldman,1,TRUE
4282,David Spade,David Spade,1,TRUE
4283,Bruce Willis,Bruce Willis,1,TRUE
4284,Rob Schnider,Rob Schneider,0.979,TRUE
4285,Brook Shields,Brooke Shields,0.952,TRUE
4286,Orlando Bloom,Orlando Bloom,1,TRUE
4287,Christian Bale,Christian Bale,1,TRUE
4288,Chevy Chase,Chevy Chase,1,TRUE
4289,Helen Miron,Helen Mirren,0.979,TRUE
4290,Steven Segal,Steven Seagal,0.984,TRUE
4291,Holly. Hunter,Holly Hunter,0.984,TRUE
4292,Jane Fonda,Jane Fonda,1,TRUE
4293,Kenneth Brannaugh,Kenneth Branagh,0.988,TRUE
4294,Paul Rudd,Paul Rudd,1,TRUE
4295,Jack Black,Jack Black,1,TRUE
4296,Rosie Perez,Rosie Perez,1,TRUE
4297,Sharon Stone,Sharon Stone,1,TRUE
4298,Donald Sutherland,Donald Sutherland,1,TRUE
4299,Will Smith,Will Smith,1,TRUE
4300,Dennis Leary,Denis Leary,0.979,TRUE
4302,Scarlett Johansson,Scarlett Johansson,1,TRUE
4304,Dennis HOpper,Dennis Hopper,1,TRUE
4306,John Cusack,John Cusack,1,TRUE
4308,Jonny Depp,Johnny Depp,0.975,TRUE
4310,Daniel Day-Lewis,Daniel Day-Lewis,1,TRUE
4312,Kirstin Dunst,Kirsten Dunst,0.968,TRUE
4314,Sidney Poitier ,Sidney Poitier,1,TRUE
4316,Steven Segal ,Steven Seagal,0.976,TRUE
4318,Will Smith ,Will Smith,1,TRUE
4320,Jamie Foxx ,Jamie Foxx,1,TRUE
4322,Jamie bell ,Jamie Bell,1,TRUE
4324,Gary senise ,Gary Sinise,0.873,TRUE
4326,Maggie Gyllenhaal ,Maggie Gyllenhaal,1,TRUE
4328,Keano reeves ,Keanu Reeves,0.908,TRUE
4330,Dennis Miller ,Dennis Miller,1,TRUE
4332,Richard gere ,Richard Gere,1,TRUE
4334,Antonio Banderas ,Antonio Banderas,1,TRUE
4336,Chris Cooper ,Chris Cooper,1,TRUE
4338,Jill clayberg ,Jill Clayburgh,0.908,TRUE
4340,Elizabeth Perkins ,Elizabeth Perkins,1,TRUE
4342,Minnie driver ,Minnie Driver,1,TRUE
4344,Sharon stone ,Sharon Stone,1,TRUE
4346,Kyle Mclaughlin ,Kyle MacLachlan,0.841,FALSE
4348,Forest Whittaker ,Forest Whitaker,0.986,TRUE
4350,Geoffrey rush ,Geoffrey Rush,1,TRUE
4301,NIcole Kidman,Nicole Kidman,1,TRUE
4303,Vanessa Redgrave,Vanessa Redgrave,1,TRUE
4305,Emma Thompson,Emma Thompson,1,TRUE
4307,Gabriel Byrne,Gabriel Byrne,1,TRUE
4309,Jennifer Lawrence,Jennifer Lawrence,1,TRUE
4311,Ryan Reynolds,Ryan Reynolds,1,TRUE
4313,James woods ,James Woods,1,TRUE
4315,Cate Blanchett ,Cate Blanchett,1,TRUE
4317,Angelina Jolie ,Angelina Jolie,1,TRUE
4319,Philip Seymour Hoffman ,Philip Seymour Hoffman,1,TRUE
4321,Dennis leary ,Denis Leary,0.918,TRUE
4323,Liam Neeson ,Liam Neeson,1,TRUE
4325,Peter Gallagher ,Peter Gallagher,1,TRUE
4327,Nathan lane ,Nathan Lane,1,TRUE
4329,David Schwimmer ,David Schwimmer,1,TRUE
4331,Sissy spaseck ,Sissy Spacek,0.926,TRUE
4333,,Mark Ruffalo,0,FALSE
4335,Helen Mirren ,Helen Mirren,1,TRUE
4337,Juliette binoche ,Juliette Binoche,1,TRUE
4339,Sigourney weaver ,Sigourney Weaver,1,TRUE
4341,Jennifer Lawrence ,Jennifer Lawrence,1,TRUE
4343,Edward Norton ,Edward Norton,1,TRUE
4345,Samuel L Jackson ,Samuel L. Jackson,0.979,TRUE
4347,Orlando Bloom ,Orlando Bloom,1,TRUE
4349,Zack Galifianakis ,Zach Galifianakis,0.953,TRUE
4351,Adam Sandler ,Adam Sandler,1,TRUE
4353,Arnold Schwarzenegger ,Arnold Schwarzenegger,1,TRUE
4355,Vigo Mortensen ,Viggo Mortensen,0.964,TRUE
4357,Meg Ryan ,Meg Ryan,1,TRUE
4359,Bruce Willis ,Bruce Willis,1,TRUE
4361,Peirce Brosnan ,Pierce Brosnan,0.957,TRUE
4364,Kevin James,Kevin James,1,TRUE
4366,Eliott Gould,Elliott Gould,0.978,TRUE
4368,Sam WOrthington,Sam Worthington,1,TRUE
4370,Denzel Washington,Denzel Washington,1,TRUE
4372,Judy Dench,Judi Dench,0.953,TRUE
4374,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
4376,Nicholas Cage,Nicholas Cage,1,TRUE
4378,Ben Affleck,Ben Affleck,1,TRUE
4380,Sissy Spacek,Sissy Spacek,1,TRUE
4382,Kevin Spacey,Kevin Spacey,1,TRUE
4384,George Lopez,George Lopez,1,TRUE
4386,Jude Law,Jude Law,1,TRUE
4388,Juaqim Pheonix,Joaquin Phoenix,0.841,FALSE
4390,Jennifer Jason Leigh,Jennifer Jason Leigh,1,TRUE
4392,Peirce Brosnan,Pierce Brosnan,0.978,TRUE
4394,Angelina Jolie,Angelina Jolie,1,TRUE
4396,Leonardo De Caprio,Leonardo DiCaprio,0.956,TRUE
4398,Kate Hudson,Kate Hudson,1,TRUE
4400,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
4402,Jesica Chastain,Jessica Chastain,0.911,TRUE
4404,Julianne Moore,Julianne Moore,1,TRUE
4406,Allan Arkin,Alan Arkin,0.975,TRUE
4407,David Spade,David Spade,1,TRUE
4408,Jamie Bell,Jamie Bell,1,TRUE
4409,Willem Dafoe,Willem Dafoe,1,TRUE
4410,Tom Hanks,Tom Hanks,1,TRUE
4411,Jeffery Wright,Jeffrey Wright,0.983,TRUE
4412,Eddie Murphy\,Eddie Murphy,0.998,TRUE
4413,Tom Arnold,Tom Arnold,1,TRUE
4414,Jeremy Irons,Jeremy Irons,1,TRUE
4415,Arnold Schwartzenegger,Arnold Schwarzenegger,0.994,TRUE
4416,Ryan Reynolds,Ryan Reynolds,1,TRUE
4417,Donald Sutherland\,Donald Sutherland,0.999,TRUE
4418,Zach Galifinakis,Zach Galifianakis,0.986,TRUE
4419,Candice Bergan,Candice Bergen,0.993,TRUE
4420,jill clayburg,Jill Clayburgh,0.877,TRUE
4421,Sally Fields,Sally Fields,1,TRUE
4422,Billy Crystal,Billy Crystal,1,TRUE
4423,David Schwimmer,David Schwimmer,1,TRUE
4424,Tom Hardy,Tom Hardy,1,TRUE
4425,Liev Schriber,Liev Schreiber,0.982,TRUE
4426,Forest Whittiker,Forest Whitaker,0.98,TRUE
4427,John Travolta,John Travolta,1,TRUE
4428,Steven Segal,Steven Seagal,0.984,TRUE
4429,Blair Underwood,Blair Underwood,1,TRUE
4430,Cathlene Turner,Kathleen Turner,0.932,TRUE
4431,Tom Wilkenson,Tom Wilkinson,0.98,TRUE
4432,Toni Colette,Toni Collette,0.99,TRUE
4433,Bridget Fonda,Bridget Fonda,1,TRUE
4434,Daryl Hannah,Daryl Hannah,1,TRUE
4435,Beau Bridges,Beau Bridges,1,TRUE
4436,Mary Steinburgen,Mary Steenburgen,0.946,TRUE
4437,Vince Vaughn,Vince Vaughn,1,TRUE
4438,Danny Devito,Danny DeVito,1,TRUE
4439,Jimmy Smits,Jimmy Smits,1,TRUE
4440,Dan Akyroyd,Dan Aykroyd,0.983,TRUE
4441,Christoph Waltz,Christoph Waltz,1,TRUE
4442,Javier Bardem,Javier Bardem,1,TRUE
4443,John C. Reilly,John C. Reilly,1,TRUE
4444,Clint Eastwood,Clint Eastwood,1,TRUE
4445,Josh Brolin,Josh Brolin,1,TRUE
4446,Chris Rock,Chris Rock,1,TRUE
4447,Brad Pitt,Brad Pitt,1,TRUE
4448,Paul Rudd,Paul Rudd,1,TRUE
4449,John Cusack,John Cusack,1,TRUE
4450,Penelope Cruise,Penelope Cruz,0.982,TRUE
4451,Morgen Friedman,Morgan Freeman,0.912,TRUE
4452,Paul Newman,Paul Newman,1,TRUE
4453,Martin Lawrence,Martin Lawrence,1,TRUE
4454,Gweneth Paltro,Gwyneth Paltrow,0.919,TRUE
4456,Laura Dern,Laura Dern,1,TRUE
4458,Samuel L. Jackson,Samuel L. Jackson,1,TRUE
4460,Anette Benning,Annette Bening,0.937,TRUE
4462,Daniel Craigt,Daniel Craig,0.998,TRUE
4486,Brooke Shields ,Brooke Shields,1,TRUE
4488,Goldie Hawn ,Goldie Hawn,1,TRUE
4490,David Hasselhoff ,David Hasselhoff,1,TRUE
4492,Candice bergen,Candice Bergen,1,TRUE
4494,Ben Affleck ,Ben Affleck,1,TRUE
4496,Kinney ,Johnny Depp,0.656,FALSE
4498,Oliver Platt ,Oliver Platt,1,TRUE
4500,Paul Newman ,Paul Newman,1,TRUE
4502,Peter sarsguard,Peter Sarsgaard,0.931,TRUE
4504,Alan arkin ,Alan Arkin,1,TRUE
4506,David ducovney ,David Duchovny,0.931,TRUE
4508,Jeremy irons ,Jeremy Irons,1,TRUE
4510,Andie MacDowell ,Andie MacDowell,1,TRUE
4512,Helena bonham Carter ,Helena Bonham Carter,1,TRUE
4455,Brooke Shields,Brooke Shields,1,TRUE
4457,Robert Duva.,Robert Duvall,0.988,TRUE
4459,Clive Owen,Clive Owen,1,TRUE
4461,Albert Brooks,Albert Brooks,1,TRUE
4463,Uma Thurman ,Uma Thurman,1,TRUE
4464,Holly hunter ,Holly Hunter,1,TRUE
4465,Tim Robbins ,Tim Robbins,1,TRUE
4466,Catherine keener ,Catherine Keener,1,TRUE
4467,George leguizamo ,John Leguizamo,0.701,FALSE
4468,Martin Lawrence ,Martin Lawrence,1,TRUE
4469,Rosanna Arquette ,Rosanna Arquette,1,TRUE
4470,Tim Blake Nelson ,Tim Blake Nelson,1,TRUE
4471,Marry steinbergen,Mary Steenburgen,0.898,TRUE
4472,Peter og.,Peter O'toole,0.877,TRUE
4473,Ed burns,Ed Burns,1,TRUE
4474,Julianne Moore ,Julianne Moore,1,TRUE
4475,Beau bridges,Beau Bridges,1,TRUE
