0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target,answer,correct_answer,score,target_as
65.0,99.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,114.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Sandrler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,101.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Sanedler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Sanler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,118.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Sanvdler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,98.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Sbandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,108.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Slandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Sndler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,83.0,122.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam Szandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam andler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,110.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam nSandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,114.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam rSandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,32.0,121.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdam ySandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,AcdamSandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,107.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdamk Sandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,109.0,113.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdamq Sandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,114.0,109.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdarm Sandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,97.0,122.0,109.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdazm Sandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acddam Sandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,114.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdram Sandler,Adam Sandler,0.92,1.0
65.0,99.0,100.0,116.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Acdtam Sandler,Adam Sandler,0.92,1.0
65.0,100.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,91.0,0.0,Ad Sandler,Adam Sandler,0.91,1.0
65.0,100.0,97.0,32.0,83.0,97.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Saandler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,98.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sabndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,91.0,0.0,Ada Sadler,Adam Sandler,0.91,1.0
65.0,100.0,97.0,32.0,83.0,97.0,100.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sadndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,101.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Saendler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,102.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Safndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,103.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sagndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,104.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sahndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,106.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sajndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,107.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sakndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,108.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Salndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,109.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Samndler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,97.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanadler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,98.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanbdler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,99.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sancdler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandaler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,98.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandbler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,99.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandcler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanddler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,101.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandeler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,91.0,0.0,Ada Sander,Adam Sandler,0.91,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandfler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandgler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,106.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandjler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,107.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandkler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,98.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlber,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,99.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlcer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,91.0,0.0,Ada Sandle,Adam Sandler,0.91,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,97.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlear,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,98.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlebr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,99.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlecr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,100.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandledr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandleer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,102.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlefr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,103.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlegr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,104.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlehr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,105.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandleir,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,106.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlejr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,107.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlekr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlelr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,109.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlemr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,112.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlepr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,113.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandleqr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Ada Sandler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,114.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlerr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,115.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlesr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,116.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandletr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,117.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandleur,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,118.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlevr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,119.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlewr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,101.0,121.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandleyr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,102.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlfer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,103.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlger,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,104.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlher,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,105.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlier,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,106.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandljer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,107.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlker,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandller,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,109.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlmer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,110.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlner,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,111.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandloer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,113.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlqer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,91.0,0.0,Ada Sandlr,Adam Sandler,0.91,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,114.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlrer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,115.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlser,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,116.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlter,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,117.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandluer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,118.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlver,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,119.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlwer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,120.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlxer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,108.0,121.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandlyer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,109.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandmler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,110.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandnler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,111.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandoler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,113.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandqler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,114.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandrler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,115.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandsler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,117.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanduler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,119.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandwler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,100.0,121.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sandyler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,102.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanfdler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,103.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sangdler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,104.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanhdler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,105.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanidler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,106.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanjdler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,32.0,83.0,97.0,110.0,108.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Ada Sanldler,Adam Sandler,0.92,1.0
