0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,target,answer,correct_answer,score,target_as
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,99.0,100.0,120.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sancdxler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,99.0,100.0,121.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sancdyler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,99.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sancler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandaer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandale,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandaler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,101.0,117.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandaleur,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,101.0,120.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandalexr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,101.0,122.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandalezr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,97.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandalr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,98.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandber,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,98.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandble,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,98.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandbler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,98.0,108.0,110.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandblner,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,98.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandblr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,99.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandcer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,99.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandcle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,99.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandcler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,99.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandclr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,99.0,108.0,114.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandclrer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,99.0,108.0,115.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandclser,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,97.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddaler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandder,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,101.0,99.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlecr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,101.0,100.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddledr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,101.0,107.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlekr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sanddler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,103.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlger,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,109.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlmer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,110.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlner,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,116.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlter,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,108.0,118.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddlver,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,100.0,113.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanddqler,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,91.0,0.0,Adam Sande,Adam Sandler,0.91,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,97.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandear,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,99.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandecr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,100.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandedr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandeer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,102.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandefr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,103.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandegr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,105.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandeir,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,106.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandejr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandele,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandeler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandelr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,108.0,116.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandelter,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,109.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandemr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,110.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandenr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,111.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandeor,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,112.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandepr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,113.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandeqr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sander,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,114.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sanderr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,115.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandesr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,116.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandetr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,118.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandevr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,119.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandewr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,120.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandexr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,121.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandeyr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,101.0,122.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandezr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandfer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,99.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandflcer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandfle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,101.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandfleer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandfler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,101.0,116.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandfletr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,102.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandflr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandger,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandgle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,101.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandgleer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandgler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,110.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandglner,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandglr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,103.0,108.0,122.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandglzer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandher,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,100.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlder,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandhler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,101.0,118.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlevr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhller,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,109.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlmer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,112.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlper,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,113.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlqer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,104.0,108.0,114.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandhlrer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandier,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandile,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandileer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,103.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandilegr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,111.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandileor,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandiler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,116.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandiletr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,101.0,117.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandileur,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandilr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,105.0,108.0,122.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandilzer,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,106.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandjle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,106.0,108.0,101.0,112.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandjlepr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,106.0,108.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,96.0,0.0,Adam Sandjler,Adam Sandler,0.96,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,106.0,108.0,101.0,117.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandjleur,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,106.0,108.0,101.0,121.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandjleyr,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,107.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandker,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,107.0,108.0,100.0,101.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandklder,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,107.0,108.0,101.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandkle,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,107.0,108.0,101.0,111.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandkleor,Adam Sandler,0.92,1.0
65.0,100.0,97.0,109.0,32.0,83.0,97.0,110.0,100.0,107.0,108.0,101.0,112.0,114.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,92.0,0.0,Adam Sandklepr,Adam Sandler,0.92,1.0
